20,60,2

0,0,18,0,0,0,0,0,0,0,0,0,0,28,29,30,0,18,1,1
0,0,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18,1,1
0,0,18,0,0,0,0,14,15,16,0,0,0,0,0,0,0,18,1,1
0,0,18,0,0,0,0,28,29,30,0,0,0,0,0,0,0,18,1,1
0,0,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18,1,1
0,0,18,0,0,0,0,0,0,0,0,14,16,0,0,0,0,18,1,1
0,0,18,0,0,0,0,0,0,0,0,28,30,0,0,0,0,18,1,1
0,0,18,0,0,0,0,14,16,0,0,0,0,0,0,0,0,18,1,1
0,0,18,0,0,0,0,28,30,0,0,0,0,0,0,0,0,18,1,1
0,0,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18,1,1
0,0,18,0,0,0,0,0,0,14,15,16,0,0,0,0,0,18,1,1
0,0,18,0,0,0,0,0,0,28,29,30,0,0,0,0,0,18,1,1
0,0,18,0,0,0,0,0,0,0,0,0,0,0,14,15,16,18,1,1
0,0,18,0,0,0,0,0,0,0,0,0,0,0,28,29,30,18,1,1
0,0,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18,1,1
0,0,18,0,0,0,0,0,0,0,0,14,16,0,0,0,0,18,1,1
0,0,18,0,0,0,0,0,0,0,0,28,30,0,0,0,0,18,1,1
0,0,18,0,0,0,0,0,0,0,0,0,0,0,0,14,16,18,1,1
0,0,18,0,0,0,0,0,0,0,0,0,0,0,0,28,30,18,1,1
0,0,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18,1,1
0,0,18,0,0,0,0,0,0,0,0,0,14,15,16,0,0,18,1,1
0,0,18,0,0,0,0,0,0,0,0,0,28,29,30,0,0,18,1,1
0,0,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18,1,1
0,0,18,0,0,0,0,14,15,16,3,17,17,17,17,17,17,11,1,1
0,0,18,0,0,0,0,28,29,30,18,0,0,0,0,0,0,0,1,1
0,0,18,0,0,0,0,0,0,0,18,0,0,0,0,0,0,0,1,1
0,0,18,0,14,16,0,0,0,0,18,0,14,15,16,0,14,15,16,1
0,0,18,0,28,30,0,0,0,0,18,0,21,22,23,0,21,22,23,1
0,0,18,0,0,0,0,0,14,16,18,0,28,29,30,0,28,29,30,1
0,0,18,0,0,0,0,0,28,30,18,0,0,0,0,0,0,0,1,1
0,0,18,0,0,0,0,0,0,0,18,0,14,15,15,15,15,15,16,1
0,0,18,0,0,14,15,16,0,0,18,0,28,22,22,22,22,22,30,1
0,0,18,0,0,28,29,30,0,0,18,0,0,28,29,29,29,30,1,1
0,0,18,0,0,0,0,0,0,0,18,0,0,0,0,0,0,0,1,1
0,0,10,17,17,17,17,17,17,17,11,0,0,0,0,0,0,0,0,0

5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5
5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5
5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5
5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5
5,5,5,5,5,5,19,5,5,26,27,5,5,5,5,5,5,5,5,5
5,5,19,19,19,19,19,5,5,33,34,5,5,5,5,5,19,19,19,5
5,5,5,5,5,6,6,6,6,6,6,6,6,6,5,5,5,5,5,5
5,19,26,27,5,5,5,6,6,5,5,5,5,6,6,5,5,5,5,5
19,19,33,34,5,5,6,6,5,5,5,5,5,5,6,5,26,27,5,5
19,5,5,5,5,5,6,5,6,6,6,5,5,5,6,5,33,34,5,5
19,19,5,5,5,5,5,6,6,5,6,6,6,5,6,5,5,5,5,5
5,19,19,19,5,5,5,6,6,5,5,5,6,6,6,6,5,5,5,5
5,5,5,5,12,19,12,12,6,6,5,5,5,5,6,6,5,5,5,5
5,5,12,12,12,19,5,5,5,6,6,6,5,5,5,6,5,5,5,5
19,19,19,19,19,19,19,5,26,27,5,6,6,6,5,5,5,19,19,5
5,5,12,5,5,19,19,19,33,34,12,12,12,12,12,5,5,5,19,19
19,19,12,12,12,19,19,19,12,12,12,12,12,12,12,12,12,12,5,5
19,5,5,13,13,13,19,19,13,13,12,5,12,5,12,12,12,12,5,5
19,19,5,26,27,12,12,19,19,13,13,13,12,5,5,5,5,5,5,5
5,19,5,33,34,5,5,19,19,19,12,13,5,5,5,26,27,5,5,5
5,19,5,13,13,13,19,19,5,5,19,19,19,19,19,33,34,5,5,5
5,19,19,5,12,13,13,19,5,5,5,5,13,19,19,13,13,13,19,5
5,19,19,5,5,5,5,19,13,13,26,27,5,19,5,5,5,5,5,5
5,19,5,5,26,27,5,19,5,5,33,34,19,19,5,5,5,5,5,5
5,19,19,5,33,34,5,19,19,19,19,19,20,20,20,20,20,20,20,5
5,19,19,20,20,5,5,5,12,13,5,5,20,5,5,13,5,5,20,5
5,5,20,20,5,5,5,5,19,20,5,5,20,5,5,13,5,5,20,5
5,20,20,5,5,5,5,5,5,5,26,27,20,20,5,5,5,20,20,5
5,20,5,5,13,26,27,20,5,5,33,34,5,20,20,5,20,20,5,19
5,20,5,5,5,33,34,20,19,5,5,5,5,20,20,20,20,19,19,19
5,20,20,5,5,5,5,5,5,20,20,20,20,20,5,19,5,19,5,5
5,5,20,20,20,20,20,20,20,20,20,5,5,5,5,5,5,19,19,5
5,5,5,5,5,5,19,5,5,26,27,5,5,5,5,5,5,5,5,5
5,5,19,19,19,19,19,5,5,33,34,5,5,5,5,5,19,19,19,5
5,5,5,5,5,6,6,6,6,6,6,6,6,6,5,5,5,5,5,5
5,19,26,27,5,5,5,6,6,5,5,5,5,6,6,5,5,5,5,5
19,19,33,34,5,5,6,6,5,5,5,5,5,5,6,5,26,27,5,5
19,5,5,5,5,5,6,5,6,6,6,5,5,5,6,5,33,34,5,5
19,19,5,5,5,5,5,6,6,5,6,6,6,5,6,5,5,5,5,5
5,19,19,19,5,5,5,6,6,5,5,5,6,6,6,6,5,5,5,5
5,5,5,5,12,19,12,12,6,6,5,5,5,5,6,6,5,5,5,5
5,5,12,12,12,19,5,5,5,6,6,6,5,5,5,6,5,5,5,5
19,19,19,19,19,19,19,5,26,27,5,6,6,6,5,5,5,19,19,5
5,5,12,5,5,19,19,19,33,34,12,12,12,12,12,5,5,5,19,19
19,19,12,12,12,19,19,19,12,12,12,12,12,12,12,12,12,12,5,5
19,5,5,13,13,13,19,19,13,13,12,5,12,5,12,12,12,12,5,5
19,19,5,26,27,12,12,19,19,13,13,13,12,5,5,5,5,5,5,5
5,19,5,33,34,5,5,19,19,19,12,13,5,5,5,26,27,5,5,5
5,19,5,13,13,13,19,19,5,5,19,19,19,19,19,33,34,5,5,5
5,19,19,5,12,13,13,19,5,5,5,5,13,19,19,13,13,13,19,5
5,19,19,5,5,5,5,19,13,13,26,27,5,19,5,5,5,5,5,5
5,19,5,5,26,27,5,19,5,5,33,34,19,19,5,5,5,5,5,5
5,19,19,5,33,34,5,19,19,19,19,19,20,20,20,20,20,20,20,5
5,19,19,20,20,5,5,5,12,13,5,5,20,5,5,13,5,5,20,5
5,5,20,20,5,5,5,5,19,20,5,5,20,5,5,13,5,5,20,5
5,20,20,5,5,5,5,5,5,5,26,27,20,20,5,5,5,20,20,5
5,20,5,5,13,26,27,20,5,5,33,34,5,20,20,5,20,20,5,19
5,20,5,5,5,33,34,20,19,5,5,5,5,20,20,20,20,19,19,19
5,20,20,5,5,5,5,5,5,20,20,20,20,20,5,19,5,19,5,5
5,5,20,20,20,20,20,20,20,20,20,5,5,5,5,5,5,19,19,5
